id,total_words,lexicality,avg_zipf
01DE9A4936225CB6C7F5368DAD38BF5FC5FFAEEB,532,39.285714285714285,5.023062200956938
01FB3F2EB4B3937EA53AFC2C6296C793822B007F,3342,47.99521244763615,4.386913965087282
0264B9BE685818D5FA05AA7D19D3C19754B52354,737,41.92672998643148,4.095598705501618
032382A2DA804AA14E6AEA5F997B1C1110E74E27,559,40.7871198568873,4.757807017543859
033B960A2729BC33CB6F34904E108A7127A2C36B,524,38.16793893129771,4.91655
037429C70C2DE04C31EB6D13E0B4D62A8D415D4C,3214,45.14623522090852,4.898387319090283
03B89792CD2776498B0A3B187D5831B6885F047A,20381,43.36391737402483,4.653737270875764
03D3697E60AEDCB84E701794800F9DCE99EFDC8E,3418,47.630193095377415,4.453052825552826
0480A4AA34C66BF7B31325299C182F79699DC45A,593,32.88364249578415,4.783282051282051
04DA5EC5F7448A37A93339B83C88E002B2FB6B00,576,35.06944444444444,4.919950495049505
063A9C68C7C8F374CC92AA23F752C60D89AE5BC9,529,43.10018903591683,4.7645175438596485
0743EDC06B8205233A12BA87E0DCD732EC8D5488,4772,42.87510477787092,4.327849462365592
07C32CD382AFA6AB91285D5D92B59B12932C9532,1274,44.27001569858713,4.226223404255319
08866D84DB0254D970906C34D55AA939CA22AC02,1460,42.87671232876713,4.05947284345048
08C75FFD775D6A2D44406AC0803BF669142CBE01,523,37.09369024856596,4.922216494845361
09030CB394C9587A9DC12377F0714847A9A46ABD,540,38.333333333333336,5.15695652173913
0B2287224AFB74FA47133AF834BA38C61385AAC3,638,36.52037617554859,4.840214592274678
0C8451C04B853772E842321048773B033A44A307,632,36.70886075949368,4.888706896551724
0D8B18E5E59C5338EA4AE076C1D446035888C28E,725,28.68965517241379,4.941971153846154
0F3B342584762946EC64C9325EC3E41C4AEB0421,3748,45.38420490928495,4.4049735449735445
0F6AF1EFC9FA96509A806ACA592763146937C184,572,31.46853146853147,4.838666666666667
102D848AEDDEBF9C8440CDCB1FFFA73E7DB31D72,1152,29.947916666666668,4.928405797101449
1312829EBB4D5B07FAEBAD5BF20DF125582DB39F,632,36.70886075949368,4.888706896551724
1396B803EA6061AE43B26703C5F5822888C1FAEF,1723,46.60475914103308,4.387173100871731
1452521FFBCD3A587D496B1F8484C45F5D76A26A,660,45.15151515151516,4.387751677852349
1590633F151BBDF3B70517907822CA509DFE2BEF,748,29.144385026737968,5.092201834862385
16A96542A8386DBE466E45FDEE11034F7841C364,601,44.92512479201331,4.988259259259259
18354936325A1F8CD78D1C98A266B3657003CA26,1102,49.63702359346642,4.282449725776965
1965D92938E02A07D4603558C5BC1FCC9DC5417A,694,31.84438040345821,4.9592307692307696
1B0F404E755739C09761F4C1B264A12C5D648D18,504,39.68253968253968,4.8184
1B10A8D5E3E8434FC0EAA18FA1B9137FD7BBADBD,2802,42.07708779443255,4.332408821034775
1C79965FCF2139762246A41BD001F2DEFE59F5E6,6835,47.92977322604243,4.645131257631258
1DA52ED3B38972DE5F6CD7B3544B994FFFCA357D,595,26.89075630252101,5.01975
1E0402D5C60895AD78D85DE25BAF31B7CB400D62,898,34.96659242761693,4.918694267515924
1E92EED37C0B4282205ACEF939AA7149334DF331,811,28.48335388409371,4.805930735930736
1E94F8F948C08F3644A92CF1A8DBEFD7DC6E1307,565,43.1858407079646,4.143524590163934
1FB529BF987259173CB9043815295F2819AC0665,650,42.15384615384615,4.136386861313868
2055FF0BDAF0BD80E971568E897DEBCA92429C17,766,46.99738903394256,4.690666666666666
