id,genre,lang,lang_prob
ark:/67375/JKT-M0C54NLM-H,research-article,it,0.9572299122810364
ark:/67375/JKT-M0W6CDS5-L,research-article,it,0.9331644177436829
ark:/67375/JKT-M4GSJHFG-7,research-article,de,0.984673798084259
ark:/67375/JKT-M8MK79LW-B,research-article,fr,0.9644083380699158
ark:/67375/JKT-M95MNH6S-5,research-article,fr,0.8943384289741516
ark:/67375/JKT-MB237GB6-9,research-article,de,0.9859494566917419
ark:/67375/JKT-MDJZN5K5-W,research-article,it,0.9546188116073608
ark:/67375/JKT-MHBCMH1B-D,research-article,de,0.9788981676101685
ark:/67375/JKT-MHQMN0P0-3,research-article,it,0.9640498757362366
ark:/67375/JKT-MKW50XHP-L,research-article,it,0.8970107436180115
ark:/67375/JKT-MLCRWJZW-K,research-article,it,0.9672983288764954
ark:/67375/JKT-MLZ9TTTK-K,research-article,de,0.9800949692726135
ark:/67375/JKT-MNFLPL95-K,research-article,it,0.9655552506446838
ark:/67375/JKT-MNT1QT49-H,research-article,fr,0.9687359929084778
ark:/67375/JKT-MS9XQ8CL-4,research-article,it,0.9339894652366638
ark:/67375/JKT-N6R28VSG-V,research-article,it,0.9080442786216736
ark:/67375/JKT-N6XF39J6-Q,research-article,it,0.6857324838638306
ark:/67375/JKT-N83CVCNL-Q,research-article,it,0.9484419226646423
ark:/67375/JKT-N88NKDW8-W,research-article,de,0.9720140695571899
ark:/67375/JKT-NB4MRVDF-0,research-article,it,0.9494304656982422
ark:/67375/JKT-NBGT92SD-8,research-article,it,0.9604148864746094
ark:/67375/JKT-NC3BJ2GB-J,research-article,it,0.9726225137710571
ark:/67375/JKT-NC3DKP02-C,research-article,de,0.9912667274475098
ark:/67375/JKT-NDCFCNVG-C,research-article,it,0.9613960981369019
ark:/67375/JKT-NF3MMHP5-0,research-article,it,0.9339390397071838
ark:/67375/JKT-NMP7RDM5-4,research-article,it,0.9586387872695923
ark:/67375/JKT-NNQ6NHPG-B,research-article,it,0.522388219833374
ark:/67375/JKT-NQ1BNJ88-N,research-article,it,0.9593284726142883
ark:/67375/JKT-NR3R1DXD-Z,research-article,it,0.9489654898643494
ark:/67375/JKT-NSH90H91-P,research-article,it,0.440414696931839
ark:/67375/JKT-NXS1H0B2-N,research-article,fr,0.9698376655578613
ark:/67375/JKT-P3DSQK20-B,research-article,it,0.9483223557472229
ark:/67375/JKT-P4VDQHKD-Z,research-article,it,0.96497642993927
ark:/67375/JKT-PB6VDT4X-L,research-article,fr,0.9785312414169312
ark:/67375/M70-1FRKCQRM-P,research-article,fr,0.9678691029548645
ark:/67375/M70-1GM7WJH5-7,other,fr,0.9730746746063232
ark:/67375/M70-1M4TPL4G-7,research-article,fr,0.9562076926231384
ark:/67375/VQC-0DVG5CGN-3,research-article,de,0.9809209704399109
ark:/67375/VQC-HW2C9NBF-S,article,es,0.3088975250720978
ark:/67375/VQC-VF714LJQ-Z,article,de,0.9873373508453369
ark:/67375/WNG-TTSGL379-8,book-reviews,de,0.9441261291503906
ark:/67375/WNG-X28XDM7Q-1,other,fr,0.0851292610168457
ark:/67375/WNG-XJ6B316M-C,other,de,0.5788558125495911
ark:/67375/6H6-RZ9BHXQG-X,research-article,fr,0.8647825717926025
ark:/67375/6H6-WK3NSTJL-K,research-article,fr,0.9266750812530518
ark:/67375/6H6-VHM33KKD-4,research-article,fr,0.9243632555007935
ark:/67375/6H6-VWK528GT-0,research-article,fr,0.9115447998046875
ark:/67375/WNG-SBQGXHQR-4,article,de,0.9835923314094543
ark:/67375/WNG-SRTJDMXN-P,book-reviews,de,0.92161625623703
ark:/67375/6H6-X2RL1TKM-G,conference,de,0.17222647368907928
ark:/67375/6H6-XMTF9LTN-L,abstract,de,0.9755440354347229
ark:/67375/WNG-SMK1Z1N2-S,book-reviews,de,0.9905063509941101
ark:/67375/WNG-T7JFPQNV-N,article,de,0.9278547167778015
ark:/67375/WNG-TRVWF65W-C,article,ru,0.07617530226707458
ark:/67375/WNG-VQK7CM0Q-2,article,de,0.9625360369682312
ark:/67375/WNG-W4MLZMVV-F,article,fr,0.31293725967407227
ark:/67375/6H6-BZ7QMGH5-0,conference,es,0.22598186135292053
ark:/67375/WNG-Q19HG967-R,article,de,0.07385019212961197
ark:/67375/WNG-SCGCZWVT-F,article,de,0.9897596836090088
ark:/67375/6H6-G60MSHT8-0,,fr,0.9389261603355408
ark:/67375/6H6-GJZRHB1B-D,other,fr,0.28229376673698425
ark:/67375/HCB-H5665CK8-S,research-article,fr,0.9262980222702026
ark:/67375/HCB-MNQ2VM4D-Q,chapter,fr,0.9013344645500183
ark:/67375/HCB-MNTWRP89-V,chapter,fr,0.9685554504394531
ark:/67375/HCB-W2S2RJX4-W,chapter,fr,0.9620996713638306
ark:/67375/HCB-ZTSP25C7-M,article,fr,0.9088231325149536
ark:/67375/HXZ-1WLJ41MT-B,research-article,fr,0.9680340886116028
ark:/67375/HCB-C98LD5RF-C,article,fr,0.9222219586372375
ark:/67375/HCB-GK6ZV07Q-4,chapter,fr,0.9324550628662109
ark:/67375/6H6-R6PP7L5K-1,research-article,fr,0.8006431460380554
ark:/67375/M70-68R14RCK-H,research-article,fr,0.9590282440185547
ark:/67375/M70-68TR64Z8-7,other,fr,0.9595892429351807
ark:/67375/M70-69ZKN2P8-R,research-article,fr,0.9446702003479004
ark:/67375/6GQ-062FGDSM-S,review-article,fr,0.9744198322296143
ark:/67375/6GQ-9TBZXDM6-S,book-reviews,de,0.974790096282959
ark:/67375/WNG-T6CNPXHC-L,other,ru,0.1630925089120865
ark:/67375/6H6-60MJ8TX3-X,research-article,fr,0.9261014461517334
ark:/67375/6H6-68GDVSV2-Z,research-article,fr,0.8894240260124207
ark:/67375/WNG-6W9Z21CN-Q,article,pt,0.052788618952035904
ark:/67375/WNG-7BR3QD2H-Q,editorial,de,0.07257431745529175
ark:/67375/WNG-7DDZKL7G-C,article,de,0.9876969456672668
ark:/67375/6H6-N2J9VGCN-4,,ru,0.22699356079101562
ark:/67375/6H6-D2JVQGMT-G,research-article,de,0.951399028301239
ark:/67375/M70-6FLCRJCJ-R,other,fr,0.9299575686454773
ark:/67375/M70-RH26KKPF-X,review-article,es,0.9317426681518555
ark:/67375/M70-585W26DS-F,research-article,fr,0.9639655947685242
ark:/67375/M70-D9FMW9C6-Q,other,fr,0.9702187180519104
ark:/67375/M70-HFS0KFQG-P,other,fr,0.9711500406265259
ark:/67375/M70-MF7CBP8W-P,other,fr,0.9698228240013123
ark:/67375/M70-RFN8S5RG-M,other,fr,0.9431767463684082
ark:/67375/M70-RQH40TCX-L,research-article,fr,0.943814754486084
ark:/67375/M70-VV23BQLF-3,article,uk,0.08583489805459976
ark:/67375/6H6-JSC3Z0LV-H,other,fr,0.957456111907959
ark:/67375/6S2-MLWQNVWD-5,article,es,0.812096357345581
ark:/67375/6S2-W54B3FJ0-N,article,el,0.9662061333656311
ark:/67375/6S2-W5N8CSGV-6,article,es,0.8873380422592163
ark:/67375/6S2-WHCVXK4B-0,article,es,0.8992154002189636
ark:/67375/6S2-WX9NS8C0-F,article,el,0.9833906888961792
ark:/67375/6H6-6K1GSBLZ-0,research-article,fr,0.895206093788147
ark:/67375/6H6-7SD4FVSB-7,other,ru,0.5324819087982178
ark:/67375/M70-5B1NTTMF-9,other,fr,0.9512596130371094
ark:/67375/M70-9NZG0Q9F-G,research-article,fr,0.9222633242607117
ark:/67375/M70-JV4Z9HLW-0,research-article,fr,0.9684119820594788
ark:/67375/M70-K1K62T05-F,other,fr,0.9508321285247803
ark:/67375/M70-K4409D0N-7,other,fr,0.9525408744812012
ark:/67375/M70-SH25SJH6-N,research-article,fr,0.959382951259613
ark:/67375/M70-X4J1767D-W,research-article,fr,0.9077244400978088
ark:/67375/6H6-L888R4ZP-R,,es,0.3815224766731262
ark:/67375/WNG-ZD7P822H-L,abstract,cs,0.17732921242713928
ark:/67375/6GQ-N1DFWDTZ-8,other,fr,0.840665876865387
ark:/67375/6S2-04F3W10M-N,article,es,0.8949239253997803
ark:/67375/6S2-6K4N87D6-X,article,es,0.8235054016113281
ark:/67375/6H6-MBVTFR4F-W,research-article,fr,0.9242308735847473
ark:/67375/VQC-1NDFBX8C-T,article,ru,0.22770746052265167
ark:/67375/6S2-95T9W1FC-Q,article,es,0.8478389382362366
ark:/67375/6S2-JHS6H80Z-R,article,es,0.7872585654258728
ark:/67375/6S2-JLDT5HXV-9,article,es,0.788758397102356
ark:/67375/6S2-K1ZXNKGH-X,article,es,0.8104967474937439
ark:/67375/6S2-QX9B1CP2-F,article,es,0.8458482623100281
ark:/67375/6S2-L286D370-K,article,pt,0.39414456486701965
ark:/67375/WNG-NHZBLMBX-R,article,de,0.9606661200523376
ark:/67375/WNG-PV0V51WL-M,other,de,0.7767331600189209
ark:/67375/WNG-Q8XQTZSG-P,article,fr,0.903700053691864
ark:/67375/WNG-RCFXTV00-1,article,fr,0.8953125476837158
ark:/67375/WNG-RTBW4D22-M,article,de,0.973803699016571
ark:/67375/WNG-TM93P15T-8,abstract,de,0.17804467678070068
ark:/67375/WNG-1SW01WSF-P,other,de,0.8737047910690308
ark:/67375/WNG-2KBLH53M-4,article,fr,0.8737196922302246
ark:/67375/WNG-2ZD49N89-T,article,de,0.44577664136886597
ark:/67375/WNG-30861H9X-M,article,de,0.09986421465873718
ark:/67375/WNG-309D9JQR-5,article,de,0.9933995604515076
ark:/67375/WNG-3JGZC698-T,article,fr,0.8858389854431152
ark:/67375/WNG-41X7R29C-D,article,fr,0.9704927802085876
ark:/67375/WNG-422SHKTF-L,article,de,0.0796758309006691
ark:/67375/WNG-4JF0CS5B-M,article,fr,0.9573992490768433
ark:/67375/WNG-52H3MS80-T,book-reviews,de,0.9226930737495422
ark:/67375/WNG-5JTZM7XH-M,article,de,0.9820594787597656
ark:/67375/WNG-6HRTLCF5-V,article,de,0.9755895733833313
ark:/67375/WNG-7H0ZSQWL-0,article,de,0.8963261842727661
ark:/67375/WNG-7HL5XSKM-6,article,de,0.9197635054588318
ark:/67375/WNG-8ZVMJC1B-M,article,de,0.0572153776884079
ark:/67375/WNG-91FSRW5V-V,other,de,0.4965573251247406
ark:/67375/6H6-WWNHF11H-2,research-article,fr,0.9041569828987122
ark:/67375/6H6-3BPBCMNZ-2,research-article,de,0.9611572623252869
ark:/67375/WNG-3G8GSG5G-J,article,de,0.9917505979537964
ark:/67375/WNG-4V2H0XJM-B,article,fr,0.9639272093772888
ark:/67375/WNG-5WDCSR02-1,article,de,0.9048583507537842
ark:/67375/6H6-QDHL87V9-V,other,fr,0.9644272923469543
ark:/67375/6H6-QHG7XKW6-B,,it,0.13315345346927643
ark:/67375/WNG-89DMS203-V,article,fr,0.9593627452850342
ark:/67375/WNG-BGVTDMPG-R,article,de,0.9788755178451538
ark:/67375/6H6-8J2M75P2-1,,it,0.14362548291683197
ark:/67375/6H6-BDG5PM2W-J,research-article,fr,0.8783449530601501
ark:/67375/VQC-879DMCR7-F,research-article,fr,0.899941086769104
ark:/67375/VQC-9SKMWSRS-Q,research-article,de,0.961025059223175
ark:/67375/VQC-G0HFKNMQ-T,research-article,fr,0.8965479731559753
ark:/67375/VQC-HCRC5BG3-F,research-article,de,0.986040472984314
ark:/67375/WNG-JCKK93K7-K,article,fr,0.913196861743927
ark:/67375/WNG-KC9H5NHF-J,article,de,0.9872963428497314
ark:/67375/WNG-LWDK009W-1,article,de,0.9781573414802551
ark:/67375/WNG-MVC2LFH6-9,article,de,0.07895369827747345
ark:/67375/HXZ-5ZTHSG7K-T,research-article,ru,0.14064854383468628
ark:/67375/HXZ-7HKMTS55-4,research-article,de,0.3480736315250397
ark:/67375/HXZ-9NBZX09M-D,research-article,uk,0.0669640302658081
ark:/67375/HXZ-J7ZT7L3R-Z,research-article,uk,0.1423369199037552
ark:/67375/WNG-NQ4JJ3QP-8,abstract,de,0.06305083632469177
ark:/67375/WNG-R2112NTF-H,article,de,0.9665411710739136
ark:/67375/6H6-B5BSD22Q-T,research-article,fr,0.9016546010971069
ark:/67375/JKT-VL1J36JF-5,research-article,fr,0.9552870392799377
ark:/67375/M70-GVXW0KQH-1,research-article,fr,0.9624273180961609
ark:/67375/M70-KPRQLQG1-3,research-article,fr,0.933520495891571
ark:/67375/M70-KSJC836H-D,research-article,fr,0.9407278895378113
ark:/67375/M70-KTQPDNT1-M,other,fr,0.9627088904380798
ark:/67375/M70-Q0SWZMK9-3,research-article,fr,0.9500535130500793
ark:/67375/WNG-2C1NK2C4-3,article,de,0.988253116607666
ark:/67375/WNG-4HG2QBL7-L,article,de,0.9806957244873047
ark:/67375/WNG-5GQSJ3JR-Z,other,fr,0.17597603797912598
ark:/67375/6H6-MPF9WXMD-R,research-article,fr,0.9158455729484558
ark:/67375/6H6-SP7LXQW4-1,,fr,0.7094621658325195
ark:/67375/HXZ-TTK4M5T3-B,research-article,ru,0.13169218599796295
ark:/67375/JKT-8TVRV17T-L,research-article,de,0.9889153242111206
ark:/67375/JKT-8V939B33-S,research-article,it,0.9436495900154114
ark:/67375/JKT-8VWXQRDQ-Q,research-article,fr,0.9711344242095947
ark:/67375/JKT-8WB0J5VB-7,research-article,it,0.5795202255249023
ark:/67375/JKT-8XC8RW6W-H,research-article,it,0.9656985998153687
ark:/67375/JKT-8XT741QD-V,research-article,it,0.9133377075195312
ark:/67375/JKT-952JVMV3-S,research-article,de,0.9431706070899963
ark:/67375/JKT-98M2KZW5-R,research-article,it,0.9587711095809937
ark:/67375/JKT-98W1146C-D,research-article,it,0.6994597911834717
ark:/67375/JKT-9DDF6ZVJ-J,research-article,de,0.9742435216903687
ark:/67375/JKT-9F1DQX0M-H,research-article,de,0.9909511804580688
ark:/67375/JKT-9HJD5RV6-1,research-article,it,0.8213724493980408
ark:/67375/JKT-9M084893-C,research-article,it,0.8963279128074646
ark:/67375/JKT-9WMCMM23-B,research-article,fr,0.9486886262893677
ark:/67375/JKT-9X1P69WH-N,research-article,it,0.9469696879386902
ark:/67375/JKT-B2B47ZQK-4,research-article,it,0.9710544347763062
ark:/67375/JKT-B47ZSXW2-3,research-article,it,0.8009105324745178
ark:/67375/JKT-B7SVPT3M-H,research-article,it,0.900458812713623
ark:/67375/JKT-BLLJ7K23-4,research-article,it,0.9556934833526611
ark:/67375/JKT-BN6LDZHR-4,research-article,de,0.9003462195396423
ark:/67375/JKT-BRW3GFJP-N,research-article,it,0.9384633898735046
ark:/67375/JKT-BS4XC770-R,research-article,it,0.9427423477172852
ark:/67375/JKT-BSKT7VNB-9,research-article,it,0.9671670794487
ark:/67375/JKT-BT923X70-V,research-article,fr,0.541878342628479
ark:/67375/JKT-BV7QNNKS-W,research-article,it,0.9637302756309509
ark:/67375/JKT-BVNXHDZG-T,research-article,it,0.865821361541748
ark:/67375/JKT-BXM51T5Q-6,research-article,it,0.8697706460952759
ark:/67375/JKT-C00LH8DX-7,research-article,it,0.9648345112800598
ark:/67375/JKT-C189MD17-S,research-article,it,0.9575457572937012
ark:/67375/JKT-C2B6QLQB-V,research-article,it,0.9600895643234253
ark:/67375/JKT-C3MRH64H-B,research-article,fr,0.9649673700332642
ark:/67375/JKT-C4ZF0PNW-7,research-article,fr,0.8175122737884521
ark:/67375/JKT-C6D9ZF9Z-G,research-article,it,0.2898387014865875
ark:/67375/JKT-C751DRQ0-C,research-article,fr,0.9380418658256531
ark:/67375/JKT-C8C0C4SH-6,research-article,it,0.9615755081176758
ark:/67375/JKT-C8SL908W-T,research-article,it,0.9600796103477478
ark:/67375/JKT-S3KT1WJP-7,research-article,it,0.9743527173995972
ark:/67375/JKT-S4D37999-7,research-article,it,0.9537696242332458
ark:/67375/JKT-S4KBC7X2-F,research-article,fr,0.9757627844810486
ark:/67375/JKT-S6HV99GD-5,research-article,it,0.9404909014701843
ark:/67375/JKT-S8QH71HT-T,research-article,it,0.9660015106201172
ark:/67375/JKT-SCZ218QS-T,research-article,it,0.6102139949798584
ark:/67375/JKT-SFL54PK5-D,research-article,it,0.9578458666801453
ark:/67375/JKT-SLB7ZXJZ-B,research-article,fr,0.931023120880127
ark:/67375/JKT-SMJ3J98Q-1,research-article,it,0.9409486651420593
ark:/67375/JKT-SNLX4XHW-X,research-article,de,0.9775433540344238
ark:/67375/JKT-SQ2WPJH4-T,research-article,it,0.8983359932899475
ark:/67375/JKT-SQ6V1CZ7-H,research-article,fr,0.9543168544769287
ark:/67375/JKT-SQNFBKVK-Z,research-article,it,0.9787233471870422
ark:/67375/JKT-SV4XXV06-K,research-article,it,0.9611199498176575
ark:/67375/JKT-SWD2NWQP-F,research-article,it,0.9559849500656128
ark:/67375/JKT-SX0P9M5X-P,research-article,it,0.9529896378517151
ark:/67375/JKT-SX7K7FNL-5,research-article,it,0.9327541589736938
ark:/67375/JKT-SXL4CJ6S-B,research-article,it,0.6029736995697021
ark:/67375/JKT-T01CH9KX-Z,research-article,it,0.9564779996871948
ark:/67375/JKT-T0LXKZVG-7,research-article,fr,0.9524415731430054
ark:/67375/JKT-T4G3QQL6-Q,research-article,it,0.9662825465202332
ark:/67375/JKT-T54VWXSW-R,research-article,it,0.9157750010490417
ark:/67375/JKT-TBMTVF01-7,research-article,it,0.5721954107284546
ark:/67375/JKT-TFC88XP6-V,research-article,de,0.9718708395957947
ark:/67375/JKT-TGND9WFD-8,research-article,fr,0.9291476011276245
ark:/67375/JKT-THQ5356C-M,research-article,it,0.8799444437026978
ark:/67375/JKT-TJ1KRQ2L-D,research-article,it,0.9539303779602051
ark:/67375/JKT-TR1JXJZ9-D,research-article,it,0.9694721102714539
ark:/67375/JKT-TRKZM52X-2,research-article,it,0.668302595615387
ark:/67375/JKT-TSHJVPRT-V,research-article,it,0.973158061504364
ark:/67375/JKT-TT7NVVQ7-3,research-article,fr,0.9486327767372131
ark:/67375/JKT-TVHS1RB0-0,research-article,fr,0.9653137922286987
ark:/67375/JKT-TXZMP7HZ-Z,research-article,it,0.9587563872337341
ark:/67375/JKT-TZHJ6WB2-W,research-article,it,0.9435675740242004
ark:/67375/JKT-TZPKTHLT-D,research-article,la,0.3566786050796509
ark:/67375/JKT-V130RBHW-B,research-article,it,0.9721962809562683
ark:/67375/JKT-V2RBBJWK-T,research-article,de,0.9751467704772949
ark:/67375/JKT-V4GQPH0J-8,research-article,it,0.9821339845657349
ark:/67375/JKT-V596GS82-2,research-article,it,0.9663452506065369
ark:/67375/JKT-V5M1WT25-F,research-article,it,0.9299639463424683
ark:/67375/JKT-V7JVX90S-3,research-article,de,0.9892995953559875
ark:/67375/JKT-V7VH20DK-5,research-article,de,0.11924563348293304
ark:/67375/JKT-V9X6JM82-W,research-article,it,0.8878676891326904
ark:/67375/JKT-VCDWR7WH-Z,research-article,fr,0.9727227687835693
ark:/67375/JKT-VGWBJQDJ-N,research-article,it,0.9546660780906677
ark:/67375/JKT-VHLBCNJR-B,research-article,it,0.9647443890571594
ark:/67375/JKT-VK7RP623-9,research-article,it,0.9578394889831543
ark:/67375/JKT-VKH7QL55-F,research-article,de,0.9630312323570251
ark:/67375/WNG-RL9CSNN0-V,article,fr,0.7432931065559387
ark:/67375/WNG-RZX67LTR-Z,article,fr,0.5417105555534363
ark:/67375/6GQ-5VDFB38N-7,book-reviews,fr,0.9022489190101624
ark:/67375/6GQ-QPH43WP0-5,review-article,fr,0.9565944671630859
ark:/67375/M70-KW4TBJBQ-8,research-article,fr,0.6833664774894714
ark:/67375/QT4-MS92HLPZ-P,research-article,pl,0.9355666041374207
ark:/67375/QT4-N1BXGVB9-7,research-article,pl,0.9366257786750793
ark:/67375/GT4-5VQ7981D-0,article,de,0.28780606389045715
ark:/67375/GT4-VZZKG34C-N,article,fr,0.9099794030189514
ark:/67375/VQC-FCG8Q65X-N,article,fr,0.5717188119888306
ark:/67375/6H6-GNXH81JR-C,conference,fr,0.25581488013267517
ark:/67375/HCB-1GKLXQQ1-9,article,fr,0.9167188405990601
ark:/67375/HCB-1H60FTGB-3,article,fr,0.9477031826972961
ark:/67375/HCB-91L85B34-8,chapter,fr,0.9295883178710938
ark:/67375/6H6-03RGC299-2,,fr,0.448225736618042
ark:/67375/6H6-1DJJGD1G-7,research-article,fr,0.8858505487442017
ark:/67375/WNG-9HP3D651-5,article,de,0.9619042277336121
ark:/67375/WNG-9WMWH4F6-2,other,uk,0.5547980070114136
ark:/67375/WNG-BCQZSC9M-1,article,de,0.10478215664625168
ark:/67375/WNG-C4TX42KH-P,article,de,0.9821940064430237
ark:/67375/WNG-CP4J2Q5P-J,article,de,0.9658911228179932
ark:/67375/WNG-DK3VQR0K-M,article,de,0.0987326055765152
ark:/67375/WNG-F246DQGC-9,article,ru,0.2657698094844818
ark:/67375/WNG-F29N44CH-H,article,de,0.18352051079273224
ark:/67375/WNG-WXP35TJJ-7,article,de,0.08283897489309311
ark:/67375/6H6-6NVHL5QJ-P,research-article,fr,0.9479523301124573
ark:/67375/6H6-0853JC6Z-8,research-article,fr,0.8273102045059204
ark:/67375/WNG-0KK548ST-7,article,fr,0.9560025334358215
ark:/67375/WNG-1375WX79-G,article,de,0.979317307472229
ark:/67375/6S2-F1WZB54P-N,article,el,0.9371175765991211
ark:/67375/6S2-ZQH15704-K,article,el,0.9768388271331787
ark:/67375/6GQ-9FW8CSVW-K,other,fr,0.9745306372642517
ark:/67375/6GQ-MH5WB1V9-0,book-reviews,de,0.9933401346206665
ark:/67375/WNG-7L38DKT2-M,review-article,de,0.07060186564922333
ark:/67375/WNG-80XKP6J9-P,article,de,0.9894213080406189
ark:/67375/WNG-813L2139-6,other,de,0.5460779070854187
ark:/67375/WNG-8DPFBKHD-0,article,de,0.9423834681510925
ark:/67375/WNG-8TXXJTHL-F,article,de,0.08022088557481766
ark:/67375/6GQ-ZBHCNM20-J,book-reviews,it,0.9483947157859802
ark:/67375/6H6-0DCV7X9W-G,,es,0.17923195660114288
ark:/67375/WNG-CRL0RWJW-2,book-reviews,de,0.08038140088319778
ark:/67375/WNG-FF26GHMP-N,article,de,0.09209080040454865
ark:/67375/WNG-H1B9KML2-X,article,de,0.980237603187561
ark:/67375/VQC-FVV5K0LN-4,article,de,0.9909259676933289
ark:/67375/6H6-T26TV4DK-L,article,fr,0.9750743508338928
ark:/67375/6H6-TG2MN513-M,conference,de,0.21778930723667145
ark:/67375/6H6-W0LS8GDZ-S,research-article,de,0.9543957710266113
ark:/67375/M70-14G18D2S-6,research-article,fr,0.9672624468803406
ark:/67375/M70-4CK5QXJQ-L,research-article,fr,0.9726815223693848
ark:/67375/6H6-KR11J59R-L,research-article,fr,0.9423834085464478
ark:/67375/6H6-LVX9ZDR2-P,abstract,fr,0.9588954448699951
ark:/67375/WNG-ZFBZTHF2-7,article,de,0.9505209922790527
ark:/67375/WNG-ZW42N4DV-W,article,de,0.08367417007684708
ark:/67375/WNG-ZW95V5VG-L,other,de,0.8390501737594604
ark:/67375/QT4-1C8CBZ38-Z,research-article,pl,0.878387451171875
ark:/67375/QT4-25H6S7VC-Q,research-article,pl,0.934124767780304
ark:/67375/WNG-SHG1D6D3-V,article,fr,0.9260804057121277
ark:/67375/WNG-SZ700VR0-L,article,de,0.9742335677146912
ark:/67375/WNG-TF7XWJKV-N,article,ru,0.12335219234228134
ark:/67375/6H6-4T33S5QS-D,,pt,0.45343971252441406
ark:/67375/6H6-6Q7LBSQQ-6,other,uk,0.11678943037986755
ark:/67375/6H6-8LPJSVFS-C,,fr,0.9672607779502869
ark:/67375/JKT-FZ3LDN3P-N,research-article,de,0.9819924831390381
ark:/67375/JKT-FZQFSRNZ-0,research-article,de,0.9593862891197205
ark:/67375/JKT-G2QHX209-C,research-article,it,0.9534421563148499
ark:/67375/JKT-G3WM50KG-D,research-article,it,0.9625166058540344
ark:/67375/JKT-G44LD5Z1-B,research-article,it,0.9703674912452698
ark:/67375/JKT-GD0NDN6H-9,research-article,fr,0.8859602808952332
ark:/67375/JKT-GD5WT7HJ-J,research-article,it,0.9537484645843506
ark:/67375/JKT-GDHWTTVX-H,research-article,de,0.9893730282783508
ark:/67375/JKT-GHL6FKTN-H,research-article,it,0.9553929567337036
ark:/67375/JKT-GLQCX4RB-2,research-article,it,0.9527623057365417
ark:/67375/JKT-GNZXDZ8N-N,research-article,it,0.9040428400039673
ark:/67375/JKT-GT2KB798-0,research-article,it,0.8222805857658386
ark:/67375/JKT-H1SCC089-5,research-article,it,0.9333416223526001
ark:/67375/JKT-H94S0T9L-W,research-article,it,0.9554141759872437
ark:/67375/JKT-HC87R4D3-W,research-article,it,0.9589752554893494
ark:/67375/JKT-HCVXRMJ7-1,research-article,it,0.9562832713127136
ark:/67375/JKT-HG9F4BXR-W,research-article,it,0.8687853813171387
ark:/67375/JKT-HGBF1RRL-V,research-article,it,0.581803560256958
ark:/67375/JKT-HH352FLN-R,research-article,it,0.7551302313804626
ark:/67375/JKT-HHG2TKTX-6,research-article,fr,0.9589630961418152
ark:/67375/JKT-HQDVPNCW-J,research-article,fr,0.9336153864860535
ark:/67375/JKT-HSJZ7BGP-F,research-article,it,0.9612270593643188
ark:/67375/JKT-HVN5FCM6-J,research-article,fr,0.6360883712768555
ark:/67375/JKT-HVR6NZ97-0,research-article,de,0.9824931025505066
ark:/67375/JKT-J40PW9W5-5,research-article,de,0.9904870390892029
ark:/67375/JKT-J53ZTD7Z-4,research-article,it,0.9557374715805054
ark:/67375/JKT-J5RNSZT1-F,research-article,fr,0.9568878412246704
ark:/67375/JKT-J8X66QXQ-9,research-article,it,0.9592665433883667
ark:/67375/M70-18FQJBKF-Q,other,fr,0.9629348516464233
ark:/67375/M70-191X0KLB-9,article,fr,0.7889178991317749
ark:/67375/M70-7XW7CDRF-3,research-article,fr,0.9739120602607727
ark:/67375/M70-0HNNPRSQ-2,other,fr,0.9589620232582092
ark:/67375/M70-0N5HSCHF-M,research-article,fr,0.9555083513259888
ark:/67375/M70-81JSQ4CL-V,other,fr,0.36357179284095764
ark:/67375/M70-84Z0FDD7-H,research-article,fr,0.9560039043426514
ark:/67375/M70-85DSK3XT-B,other,fr,0.9512323141098022
ark:/67375/M70-LT44DHW8-X,other,fr,0.9690220355987549
ark:/67375/M70-7P3KG95J-G,research-article,fr,0.9481415748596191
ark:/67375/M70-CBKFS3XV-W,other,fr,0.9518178105354309
ark:/67375/M70-CDDCQFKL-Z,research-article,fr,0.9666929841041565
ark:/67375/JKT-7XB9KB4C-5,research-article,it,0.9721776247024536
ark:/67375/JKT-7XPQZF0F-2,research-article,de,0.9726817607879639
ark:/67375/JKT-86Q43XZC-C,research-article,it,0.9526724219322205
ark:/67375/JKT-88FV152V-F,research-article,it,0.4541749954223633
ark:/67375/JKT-89WXM4DP-C,research-article,it,0.8113410472869873
ark:/67375/JKT-8HQ85CMB-C,research-article,fr,0.9625184535980225
ark:/67375/JKT-8M89Q220-9,research-article,it,0.9490744471549988
ark:/67375/JKT-8PD1BDK1-Q,research-article,fr,0.9744435548782349
ark:/67375/JKT-8SM6M7QS-M,research-article,it,0.9729676842689514
ark:/67375/M70-0VP3SXG4-B,research-article,fr,0.9548181891441345
ark:/67375/M70-0WQ66LJG-3,research-article,fr,0.9465217590332031
ark:/67375/M70-4VMPBW4R-L,research-article,fr,0.9759177565574646
ark:/67375/M70-8B1VTCV2-P,research-article,fr,0.9601904153823853
ark:/67375/M70-DH5Q927F-N,research-article,fr,0.9666165709495544
ark:/67375/M70-HTDPQ898-T,research-article,es,0.8593277931213379
ark:/67375/M70-J32RQBPQ-B,research-article,fr,0.9462743401527405
ark:/67375/M70-PNSZRWXX-1,research-article,fr,0.9613054394721985
ark:/67375/M70-V7WVQCRD-5,research-article,fr,0.9721969366073608
ark:/67375/M70-ZNVK7S1D-0,research-article,fr,0.9351716637611389
ark:/67375/M70-QKD1TZH8-C,research-article,fr,0.9646995067596436
